Language,original
str_cfgvehicles_officerhat1,"An officer cap with a crown, a band, and a peak. Its original purpose is mostly for showing rank."
str_cfgvehicles_officerhat0,Officer Cap
str_cfgvehicles_nbchoodgray0,$UNT$Gray NBC Hood
str_cfgvehicles_nbchoodbase1,"As part of 'Nuclear, Biological, Chemical' suit, the hood is very important for successfully traversing contaminated areas."
str_cfgvehicles_nbchoodbase0,NBC Hood
str_cfgvehicles_motohelmet_white0,$UNT$A protective white coloured helmet worn by motorcycle riders consisting of a hard outer shell of fiberglass reinforced with Kevlar and a thick inside cushion of fabric and foam.
str_cfgvehicles_motohelmet_red0,$UNT$A protective red coloured helmet worn by motorcycle riders consisting of a hard outer shell of fiberglass reinforced with Kevlar and a thick inside cushion of fabric and foam.
str_cfgvehicles_motohelmet_lime0,$UNT$A protective lime coloured helmet worn by motorcycle riders consisting of a hard outer shell of fiberglass reinforced with Kevlar and a thick inside cushion of fabric and foam.
str_cfgvehicles_motohelmet_grey0,$UNT$A protective grey coloured helmet worn by motorcycle riders consisting of a hard outer shell of fiberglass reinforced with Kevlar and a thick inside cushion of fabric and foam.
str_cfgvehicles_motohelmet_green0,$UNT$A protective green coloured helmet worn by motorcycle riders consisting of a hard outer shell of fiberglass reinforced with Kevlar and a thick inside cushion of fabric and foam.
str_cfgvehicles_motohelmet_colorbase1,A protective helmet with visor for motorcycle riders. Hard outer shell absorbs impacts with ease.
str_cfgvehicles_motohelmet_colorbase0,Motorbike Helmet
str_cfgvehicles_motohelmet_blue0,$UNT$A protective blue coloured helmet worn by motorcycle riders consisting of a hard outer shell of fiberglass reinforced with Kevlar and a thick inside cushion of fabric and foam.
str_cfgvehicles_motohelmet_black0,$UNT$A protective black coloured helmet worn by motorcycle riders consisting of a hard outer shell of fiberglass reinforced with Kevlar and a thick inside cushion of fabric and foam.
str_cfgvehicles_militaryberet_un0,"$UNT$A light blue beret, it has a United Nations cap badge on it. It doesn't offer much protection."
str_cfgvehicles_militaryberet_red1,"$UNT$A red beret, commonly worn by military forces. It doesn't offer much protection."
str_cfgvehicles_militaryberet_red0,$UNT$Military Beret
str_cfgvehicles_militaryberet_nz0,"$UNT$A green beret, it has a New Zealand cap badge on it. It doesn't offer much protection."
str_cfgvehicles_militaryberet_colorbase0,Beret
str_cfgvehicles_militaryberet_chdkz0,"$UNT$A black beret, it has a Chernarussian Red Star cap badge on it. It doesn't offer much protection."
str_cfgvehicles_militaryberet_cdf0,"$UNT$A green beret, it has a Chernarussian Defence force cap badge on it. It doesn't offer much protection."
str_cfgvehicles_medicalscrubshat_white0,"$UNT$Scrubs are the shirts and trousers or gowns worn by surgeons, midwives and other operating room personnel when sterilizing themselves, or 'scrubbing in', before surgery. They are designed to be simple with minimal places for contaminants to hide, easy to launder, and cheap to replace if damaged or stained irreparably. This one is white coloured."
str_cfgvehicles_medicalscrubshat_green0,"$UNT$Scrubs are the shirts and trousers or gowns worn by surgeons, midwives and other operating room personnel when sterilizing themselves, or 'scrubbing in', before surgery. They are designed to be simple with minimal places for contaminants to hide, easy to launder, and cheap to replace if damaged or stained irreparably. This one is green coloured."
str_cfgvehicles_medicalscrubshat_colorbase1,"Part of medical scrubs, worn to keep your hair in place and to protect from possible blood splattering."
str_cfgvehicles_medicalscrubshat_colorbase0,Scrub Hat
str_cfgvehicles_medicalscrubshat_blue0,"$UNT$Scrubs are the shirts and trousers or gowns worn by surgeons, midwives and other operating room personnel when sterilizing themselves, or 'scrubbing in', before surgery. They are designed to be simple with minimal places for contaminants to hide, easy to launder, and cheap to replace if damaged or stained irreparably. This one is blue coloured."
str_cfgvehicles_leatherhat_natural0,$UNT$A natural coloured classic hat made of leather.
str_cfgvehicles_leatherhat_colorbase1,"A classic hat made of leather. Apparently home-made, it is still pretty durable."
str_cfgvehicles_leatherhat_colorbase0,Leather Hat
str_cfgvehicles_leatherhat_brown0,$UNT$A brown coloured classic hat made of leather.
str_cfgvehicles_leatherhat_black0,$UNT$A black coloured classic hat made of leather.
str_cfgvehicles_leatherhat_beige0,$UNT$A beige coloured classic hat made of leather.
str_cfgvehicles_headtorch_grey0,"$UNT$A convenient battery powered LED lamp in grey colour, that affixes to the head utilizing two adjustable straps to secure it in place."
str_cfgvehicles_headtorch_colorbase1,A convenient battery-powered LED lamp with a headstrap. Useful in the dark to keep hands free.
str_cfgvehicles_headtorch_colorbase0,Head Torch
str_cfgvehicles_headtorch_black0,"$UNT$A convenient battery powered LED lamp in black colour, that affixes to the head utilizing two adjustable straps to secure it in place."
str_cfgvehicles_headbandana_yellow0,$UNT$A yellow coloured hat styled to look like a bandana. Easy fix for higher badass index.
str_cfgvehicles_headbandana_red0,$UNT$A red coloured hat styled to look like a bandana. Easy fix for higher badass index.
str_cfgvehicles_headbandana_green0,$UNT$A green coloured hat styled to look like a bandana. Easy fix for higher badass index.
str_cfgvehicles_headbandana_colorbase1,$UNT$A hat styled to look like a bandana. Easy fix for higher badass index.
str_cfgvehicles_headbandana_colorbase0,$UNT$Bandana Cap
str_cfgvehicles_headbandana_blue0,$UNT$A blue coloured hat styled to look like a bandana. Easy fix for higher badass index.
str_cfgvehicles_headbandana_black0,$UNT$A black coloured hat styled to look like a bandana. Easy fix for higher badass index.
str_cfgvehicles_greathelm1,Massive steel helmet used by knights. Protection is still as good as it was hundreds of years ago.
str_cfgvehicles_greathelm0,Great Helm
str_cfgvehicles_gorkahelmet_green0,$UNT$Green painted military helmet of local Gorka military unit. Designed to protect both head and face.
str_cfgvehicles_gorkahelmetcomplete_green0,$UNT$Green painted military helmet of local Gorka military unit. Designed to protect both head and face.
str_cfgvehicles_gorkahelmetcomplete_black0,$UNT$Black painted military helmet of local Gorka military unit. Designed to protect both head and face.
str_cfgvehicles_gorkahelmetcomplete1,$UNT$Military helmet of local Gorka military unit. Designed to protect both head and face.
str_cfgvehicles_gorkahelmetcomplete0,$UNT$Gorka E Military Helmet with visor
str_cfgvehicles_gorkahelmet_black0,$UNT$Black painted military helmet of local Gorka military unit. Designed to protect both head and face.
str_cfgvehicles_gorkahelmet1,Bulletproof helmet used by special forces in life threatening situations. Protects both head and face with the attached visor.
str_cfgvehicles_gorkahelmet0,Assault Helmet
str_cfgvehicles_ghilliehood_colorbase0,Ghillie Hood
str_cfgvehicles_flatcap_red0,$UNT$Red coloured flat cap. Never gets out of style.
str_cfgvehicles_flatcap_greycheck0,$UNT$Grey check coloured flat cap. Never gets out of style.
str_cfgvehicles_flatcap_grey0,$UNT$Grey coloured flat cap. Never gets out of style.
str_cfgvehicles_flatcap_colorbase1,A rounded flat cap with small brim in front. Never gets out of style.
str_cfgvehicles_flatcap_colorbase0,Flat Cap
str_cfgvehicles_flatcap_browncheck0,$UNT$Brown check coloured flat cap. Never gets out of style.
str_cfgvehicles_flatcap_brown0,$UNT$Brown coloured flat cap. Never gets out of style.
str_cfgvehicles_flatcap_blue0,$UNT$Blue coloured flat cap. Never gets out of style.
str_cfgvehicles_flatcap_blackcheck0,$UNT$Black check coloured flat cap. Never gets out of style.
str_cfgvehicles_flatcap_black0,$UNT$Black coloured flat cap. Never gets out of style.
str_cfgvehicles_firefightershelmet_yellow0,"$UNT$Yellow coloured, standard issue of Chernarus Firefighting force helmet. Protects wearer from heat and water and any possible head trauma."
str_cfgvehicles_firefightershelmet_white0,"$UNT$White coloured, standard issue of Chernarus Firefighting force helmet. Protects wearer from heat and water and any possible head trauma."
str_cfgvehicles_firefightershelmet_red0,"$UNT$Red coloured, standard issue of Chernarus Firefighting force helmet. Protects wearer from heat and water and any possible head trauma."
str_cfgvehicles_firefightershelmet_colorbase1,"Standard issue firefighting force helmet. Protects from heat, water and any possible head trauma."
str_cfgvehicles_firefightershelmet_colorbase0,Firefighter Helmet
str_cfgvehicles_dirtbikehelmet_visor1,A visor for Enduro Helmet. It's supposed to protect your eyes against the sun and mud.
str_cfgvehicles_dirtbikehelmet_visor0,Enduro Helmet Visor
str_cfgvehicles_dirtbikehelmet_red0,$UNT$A red coloured motocross helmet with attachable parts.
str_cfgvehicles_dirtbikehelmet_police0,$UNT$A police coloured motocross helmet with attachable parts.
str_cfgvehicles_dirtbikehelmet_mouthguard1,A mouthguard piece for Enduro Helmet. Provides needed protection for the jaw during an accident.
str_cfgvehicles_dirtbikehelmet_mouthguard0,Enduro Helmet Mouthguard
str_cfgvehicles_dirtbikehelmet_khaki0,$UNT$A khaki coloured motocross helmet with attachable parts.
str_cfgvehicles_dirtbikehelmet_green0,$UNT$A green coloured motocross helmet with attachable parts.
str_cfgvehicles_dirtbikehelmet_colorbase1,A rugged dirt bike helmet. Offers decent protection against shock and other incoming damage. Has attachable parts.
str_cfgvehicles_dirtbikehelmet_colorbase0,Enduro Helmet
str_cfgvehicles_dirtbikehelmet_chernarus0,$UNT$A Chernarus coloured motocross helmet with attachable parts.
str_cfgvehicles_dirtbikehelmet_blue0,$UNT$A blue coloured motocross helmet with attachable parts.
str_cfgvehicles_dirtbikehelmet_black0,$UNT$A black coloured motocross helmet with attachable parts.
str_cfgvehicles_darkmotohelmet_white0,$UNT$A protective white coloured helmet with dark visor worn by motorcycle riders consisting of a hard outer shell of fiberglass reinforced with Kevlar and a thick inside cushion of fabric and foam.
str_cfgvehicles_darkmotohelmet_red0,$UNT$A protective red coloured helmet with dark visor worn by motorcycle riders consisting of a hard outer shell of fiberglass reinforced with Kevlar and a thick inside cushion of fabric and foam.
str_cfgvehicles_darkmotohelmet_lime0,$UNT$A protective lime coloured helmet with dark visor worn by motorcycle riders consisting of a hard outer shell of fiberglass reinforced with Kevlar and a thick inside cushion of fabric and foam.
str_cfgvehicles_darkmotohelmet_grey0,$UNT$A protective grey coloured helmet with dark visor worn by motorcycle riders consisting of a hard outer shell of fiberglass reinforced with Kevlar and a thick inside cushion of fabric and foam.
str_cfgvehicles_darkmotohelmet_green0,$UNT$A protective green coloured helmet with dark visor worn by motorcycle riders consisting of a hard outer shell of fiberglass reinforced with Kevlar and a thick inside cushion of fabric and foam.
str_cfgvehicles_darkmotohelmet_colorbase1,$UNT$A protective helmet worn by motorcycle riders consisting of a hard outer shell of fiberglass reinforced with Kevlar and a thick inside cushion of fabric and foam.
str_cfgvehicles_darkmotohelmet_colorbase0,$UNT$Motobike Helmet
str_cfgvehicles_darkmotohelmet_blue0,$UNT$A protective blue coloured helmet with dark visor worn by motorcycle riders consisting of a hard outer shell of fiberglass reinforced with Kevlar and a thick inside cushion of fabric and foam.
str_cfgvehicles_darkmotohelmet_black0,$UNT$A protective black coloured helmet with dark visor worn by motorcycle riders consisting of a hard outer shell of fiberglass reinforced with Kevlar and a thick inside cushion of fabric and foam.
str_cfgvehicles_cowboyhat_green0,$UNT$This green coloured cowboy hat provides you with extra Yeeehaw! Also protects your eyes from sunlight.
str_cfgvehicles_cowboyhat_darkbrown0,$UNT$This dark brown coloured cowboy hat provides you with extra Yeeehaw! Also protects your eyes from sunlight.
str_cfgvehicles_cowboyhat_colorbase1,"High-crowned, wide-brimmed cowboy hat. Associated with ranch workers."
str_cfgvehicles_cowboyhat_colorbase0,Cowboy Hat
str_cfgvehicles_cowboyhat_brown0,$UNT$This brown coloured cowboy hat provides you with extra Yeeehaw! Also protects your eyes from sunlight.
str_cfgvehicles_cowboyhat_black0,$UNT$This black coloured cowboy hat provides you with extra Yeeehaw! Also protects your eyes from sunlight.
str_cfgvehicles_constructionhelmet_yellow0,"$UNT$A yellow coloured type of helmet predominantly used in workplace environments, such as construction sites, to protect the head from injury by falling objects, impact with other objects, debris, bad weather and electric shock."
str_cfgvehicles_constructionhelmet_white0,"$UNT$A white coloured type of helmet predominantly used in workplace environments, such as construction sites, to protect the head from injury by falling objects, impact with other objects, debris, bad weather and electric shock."
str_cfgvehicles_constructionhelmet_red0,"$UNT$A red coloured type of helmet predominantly used in workplace environments, such as construction sites, to protect the head from injury by falling objects, impact with other objects, debris, bad weather and electric shock."
str_cfgvehicles_constructionhelmet_orange0,"$UNT$A orange coloured type of helmet predominantly used in workplace environments, such as construction sites, to protect the head from injury by falling objects, impact with other objects, debris, bad weather and electric shock."
str_cfgvehicles_constructionhelmet_lime0,"$UNT$A type of helmet predominantly used in workplace environments, such as construction sites, to protect the head from injury by falling objects, impact with other objects, debris, bad weather and electric shock."
str_cfgvehicles_constructionhelmet_colorbase1,"A construction helmet used to protect the head from impact of falling tools, debris or any blunt force."
str_cfgvehicles_constructionhelmet_colorbase0,Hard Hat
str_cfgvehicles_constructionhelmet_blue0,"$UNT$A blue coloured type of helmet predominantly used in workplace environments, such as construction sites, to protect the head from injury by falling objects, impact with other objects, debris, bad weather and electric shock."
